Country,Year,Type,Value,Sector,Dept,Programme,Name,Notes,Change,,,,,,,
Papua New Guinea,2013,aggr,5057,administration,232,2325,PNG Disaster Risk Management Program 2010-2014,,,,,,,,,
Papua New Guinea,2013,aggr,4544.5,administration,232,2326,Support Services to Provincial Governments,,,,,,,,,
Papua New Guinea,2013,aggr,200.5,administration,232,2327,Ministerial Services,,,,,,,,,
Papua New Guinea,2013,aggr,0,administration,232,2328,Rural Development Programme,,,,,,,,,
Papua New Guinea,2014,aggr,989.6,administration,232,2321,"Border administration,  Assistance to Provinces & Refugees",,,,,,,,,
Papua New Guinea,2014,aggr,6869.9,administration,232,2322,General administration,,,,,,,,,
Papua New Guinea,2014,aggr,3162.8,administration,232,2323,National Disaster Management Services,,,,,,,,,
Papua New Guinea,2014,aggr,48295,administration,232,2324,Sub-National Strategy,,,,,,,,,
Papua New Guinea,2014,aggr,3715,administration,232,2325,PNG Disaster Risk Management Program 2010-2014,,,,,,,,,
Papua New Guinea,2014,aggr,4484.9,administration,232,2326,Support Services to Provincial Governments,,,,,,,,,
Papua New Guinea,2014,aggr,205.5,administration,232,2327,Ministerial Services,,,,,,,,,
Papua New Guinea,2014,aggr,7001,administration,232,2328,Rural Development Programme,,,,,,,,,
Papua New Guinea,2012,aggr,13811,administration,232,,Department of Industrial Relations,,,,,,,,,
Papua New Guinea,2013,aggr,17184.9,administration,232,,Department of Industrial Relations,,0.2,,,,,,,
Papua New Guinea,2014,aggr,27093.3,administration,232,,Department of Industrial Relations,,0.6,,,,,,,
Papua New Guinea,2012,aggr,3489.4,administration,232,2321,Industrial Relations & International Co-operation,,,,,,,,,
Papua New Guinea,2012,aggr,2825,administration,232,2322,Labour administration,,,,,,,,,
Papua New Guinea,2012,aggr,478.4,administration,232,2323,Ministerial Services,,,,,,,,,
Papua New Guinea,2012,aggr,94.4,administration,232,2324,Occupational Safety & Health,,,,,,,,,
Papua New Guinea,2012,aggr,3650,administration,232,2325,Top Management and General administration,,,,,,,,,
Papua New Guinea,2012,aggr,3273.8,administration,232,2326,Human Resource Development & Employment Promotion,,,,,,,,,
Papua New Guinea,2013,aggr,3808.9,administration,232,2321,Industrial Relations & International Co-operation,,,,,,,,,
Papua New Guinea,2013,aggr,4155.9,administration,232,2322,Labour administration,,,,,,,,,
Papua New Guinea,2013,aggr,92.1,administration,232,2323,Ministerial Services,,,,,,,,,
Papua New Guinea,2013,aggr,1311.9,administration,232,2324,Occupational Safety & Health,,,,,,,,,
Papua New Guinea,2013,aggr,3978.8,administration,232,2325,Top Management and General administration,,,,,,,,,
Papua New Guinea,2013,aggr,3837.3,administration,232,2326,Human Resource Development & Employment Promotion,,,,,,,,,
Papua New Guinea,2014,aggr,3851,administration,232,2321,Industrial Relations & International Co-operation,,,,,,,,,
Papua New Guinea,2014,aggr,13972.8,administration,232,2322,Labour administration,,,,,,,,,
Papua New Guinea,2014,aggr,94.4,administration,232,2323,Ministerial Services,,,,,,,,,
Papua New Guinea,2014,aggr,1316.9,administration,232,2324,Occupational Safety & Health,,,,,,,,,
Papua New Guinea,2014,aggr,4011.2,administration,232,2325,Top Management and General administration,,,,,,,,,
Papua New Guinea,2014,aggr,3847,administration,232,2326,Human Resource Development & Employment Promotion,,,,,,,,,
Papua New Guinea,2012,aggr,886.4,administration,263,,National Tripartite Consultative Council,,,,,,,,,
Papua New Guinea,2013,aggr,918.7,administration,263,,National Tripartite Consultative Council,,0.0,,,,,,,
Papua New Guinea,2014,aggr,850.4,administration,263,,National Tripartite Consultative Council,,-0.1,,,,,,,
Papua New Guinea,2012,aggr,2206.2,administration,268,,Central Supply & Tenders Board,,,,,,,,,
Papua New Guinea,2013,aggr,2706.2,administration,268,,Central Supply & Tenders Board,,0.2,,,,,,,
Papua New Guinea,2014,aggr,2636.9,administration,268,,Central Supply & Tenders Board,,0.0,,,,,,,
Papua New Guinea,2012,aggr,335000,administration,299,,Public Debt Charges,,,,,,,,,
Papua New Guinea,2013,aggr,671200,administration,299,,Public Debt Charges,,1.0,,,,,,,
Papua New Guinea,2014,aggr,751300,administration,299,,Public Debt Charges,,0.1,,,,,,,
Papua New Guinea,2012,aggr,17819,administration,502,,Office of the Auditor-General,,,,,,,,,
Papua New Guinea,2013,aggr,18415,administration,502,,Office of the Auditor-General,,0.0,,,,,,,
Papua New Guinea,2014,aggr,18001,administration,502,,Office of the Auditor-General,,0.0,,,,,,,
Papua New Guinea,2012,aggr,17518,administration,503,,Ombudsman Commission,,,,,,,,,
Papua New Guinea,2013,aggr,18115,administration,503,,Ombudsman Commission,,0.0,,,,,,,
Papua New Guinea,2014,aggr,18115,administration,503,,Ombudsman Commission,,0.0,,,,,,,
Papua New Guinea,2012,aggr,2787,administration,506,,National Training Council,,,,,,,,,
Papua New Guinea,2013,aggr,12559,administration,506,,National Training Council,,3.5,,,,,,,
Papua New Guinea,2014,aggr,3125,administration,506,,National Training Council,,-0.8,,,,,,,
Papua New Guinea,2012,aggr,2996,administration,507,,National Economic & Fiscal Commission,,,,,,,,,
Papua New Guinea,2013,aggr,3082,administration,507,,National Economic & Fiscal Commission,,0.0,,,,,,,
Papua New Guinea,2014,aggr,2920,administration,507,,National Economic & Fiscal Commission,,-0.1,,,,,,,
Papua New Guinea,2012,aggr,5768,administration,507,,Papua New Guinea Accidents Investigation Commission,,,,,,,,,
Papua New Guinea,2013,aggr,7966,administration,507,,Papua New Guinea Accidents Investigation Commission,,0.4,,,,,,,
Papua New Guinea,2014,aggr,5566,administration,507,,Papua New Guinea Accidents Investigation Commission,,-0.3,,,,,,,
